SUBJECT,COURSE_NUMBER,NAME,UNIT_COUNT
HIS,144A,History of Germany, 1450 to 1789,4 units
HIS,144B,History of Germany since 1789,4 units
HIS,146A,Europe in the 20th Century,4 units
HIS,146B,Europe in the 20th Century,4 units
HIS,151A,England: The Middle Ages,4 units
HIS,151C,18th-Century England,4 units
HIS,151D,Industrial England,4 units
HIS,156,Latin American Migration History,4 units
HIS,160,Spain & America in the 16th Century,4 units
HIS,161,Human Rights in Latin America,4 units
HIS,162,History of the Andean Region,4 units
HIS,163A,History of Brazil,4 units
HIS,163B,History of Brazil,4 units
HIS,164,History of Chile,4 units
HIS,165,Latin American Social Revolutions,4 units
HIS,166A,History of Mexico to 1848,4 units
HIS,166B,History of Mexico since 1848,4 units
HIS,168,History of Inter-American Relations,4 units
HIS,169A,Mexican-American History,4 units
HIS,169B,Mexican-American History,4 units
HIS,170A,Colonial America,4 units
HIS,170B,The American Revolution,4 units
HIS,171B,Civil War Era,4 units
HIS,171BF,The Civil War in American Film,1 unit
HIS,172,American Environmental History,4 units
HIS,175,American Intellectual History,4 units
HIS,180C,The Fight for the Right to Vote,4 units
HIS,184,History of Sexuality in America,4 units
HIS,185A,History of Science in America,4 units
HIS,185B,History of Technology in America,4 units
HIS,188,America in the 1960s,4 units
HIS,189,California History,4 units
HIS,191A,Classical China,4 units
HIS,191B,High Imperial China,4 units
HIS,191C,Late Imperial China,4 units
HIS,191E,The Chinese Revolution,4 units
HIS,192,Internship in History,1-12 units
HIS,194A,Aristocratic & Feudal Japan,4 units
HIS,194B,Early Modern Japan,4 units
HIS,194C,Modern Japan,4 units
HIS,194D,Business & Labor in Modern Japan,4 units
HIS,195B,History of Modern Korea,4 units
HIS,195C,A History of Vietnam,4 units
HIS,196A,Medieval India,4 units
HIS,196B,Modern India,4 units
HIS,197T,Tutoring in History,1-5 units
HIS,198,Directed Group Study,1-5 units
HIS,203A,Research Seminar,4 units
HIS,203B,Research Seminar,4 units
HIS,203C,Research Seminar,4 units
HIS,204,Historiography,4 units
HIS,221,Medieval History,4 units
HIS,245,Modern European History,4 units
HIS,261,Latin American History,4 units
HIS,271A,United States History,4 units
HIS,271B,United States History,4 units
HIS,291A,Chinese History,4 units
HIS,291B,Chinese History,4 units
HIS,292,College Teaching Internship,4 units
HIS,298,Group Study,1-5 units
HIS,299,Research,1-12 units
HIS,299D,Research,1-12 units
HIS,390,Teaching History in College,2 units
HNR,090X,Honors Discussion Section,1 unit
HNR,092,Internship,1-12 units
HNR,094,Honors Seminar,4 units
HNR,098,Directed Group Study,1-5 units
HNR,190X,Honors Contract,1 unit
HNR,192,Internship,1-12 units
HNR,194,Honors Seminar,3 units
HNR,195,Honors Thesis/Honors Project,1-3 units
HNR,198,Directed Group Study,1-5 units
HRT,211,Current Topics in Root Biology,3 units
HRT,290,Seminar,1 unit
HRT,298,Group Study,1-5 units
HRT,299,Research,1-12 units
HDE,012,Human Sexuality,3 units
HDE,092,Internship,1-12 units
HDE,099,Special Study for Undergraduates,1-5 units
HDE,100A,Infancy & Early Childhood,4 units
HDE,100AV,Infancy & Early Childhood,4 units
HDE,100B,Middle Childhood & Adolescence,4 units
HDE,100C,Adulthood & Aging,4 units
HDE,101,Cognitive Development,4 units
HDE,102,Social & Personality Development,4 units
HDE,110,Families in Communities,4 units
HDE,110V,Families in Communities,4 units
HDE,111,Family Stress & Resilience,4 units
HDE,117,Longevity,4 units
HDE,121,Psychological Assessment,4 units
HDE,130,Developmental Psychopathology,4 units
HDE,131,Thriving Across the Lifespan,4 units
HDE,132,Individual Differences in Cognition,4 units
HDE,133,Stress, Adversity & Resilience,4 units
HDE,133V,Stress, Adversity & Resilience,4 units
HDE,137,Contextual Determinants of Health,4 units
HDE,140L,Laboratory in Early Childhood,4 units
HDE,143,Field Studies of the Elderly,4-6 units
HDE,160,Social Aspects of Aging,4 units
HDE,161,Technology Use, Health, & Aging,4 units
HDE,190C,Introductory Research Conference,1 unit
HDE,192,Internship,1-12 units
HDE,198,Directed Group Study,1-5 units
HDE,200A,Early Development,4 units
HDE,200B,Middle Childhood & Adolescence,4 units
HDE,200C,Development in Adulthood,4 units
HDE,205,Longitudinal Data Analysis,4 units
HDE,232,Cognition & Aging,3 units
HDE,234,Children's Learning & Thinking,3 units
HDE,239,Developmental Psychopathology,4 units
HDE,290,Seminar,3 units
HDE,290C,Research Conference,1 unit
HDE,292,Graduate Internship,1-12 units
HDE,298,Group Study,1-5 units
HDE,299,Research,1-12 units
HPH,098F,Student Facilitated Course,1-4 units
HPH,192,Internship in Human Physiology,1-12 units
HPH,198,Directed Group Study,1-5 units
HPH,198F,Student Faciliated Course,1-4 units
HPH,199FB,Student Facilitated Teaching,1-4 units
HPH,210A,Advanced Physiology,5 units
HPH,298,Group Study,1-5 units
HPH,299,Research,1-12 units
HPH,400,Human Physiology,6 units
HPH,403,Medical Neuroanatomy,5 units
HPH,497T,Tutoring in Human Physiology,1-5 units
HPH,498,Directed Reading & Group Study,1-4 units
HPH,499,Research,1-6 units
HMR,001,Human Wrongs/Human Rights,4 units
HMR,120A,Art, Architecture, & Human Rights,4 units
HMR,130,Special Topics in Human Rights,4 units
HMR,131,Genocide,4 units
HMR,132,Human Rights & the Refugee,4 units
HMR,134,Human Rights,4 units
HMR,136,Human Rights in the Middle East,4 units
HMR,138,Human Rights, Gender, & Sexuality,4 units
HMR,161,Human Rights in Latin America,4 units
HMR,190,Seminar,4 units
HMR,192,Human Rights Internship,1-12 units
HMR,198,Directed Group Study,1-4 units
HMR,200B,Memory, Culture, & Human Rights,4 units
HMR,298,Group Study,1-4 units
HMR,299,Individual Study,1-12 units
HUM,001,Humanities Forum,2 units
HUM,002A,Global Humanities Forum,4 units
HUM,002B,American Humanities Forum,4 units
HUM,003,Medicine & Humanities,4 units
HUM,004,Animals & Human Culture,2 units
HUM,007,Travel & Travel Literature,4 units
HUM,009,Don Quixote & the Modern World,2 units
HUM,010D,How to be a Critic: Discussion,2 units
HUM,013,Witches: Myth & Historical Reality,4 units
HUM,015,Language & Identity,4 units
HUM,092,Internship,1-12 units
HUM,144,Marx, Nietzsche, Freud,4 units
HUM,180,Topics in the Humanities,4 units
HUM,192,Internship,1-12 units
HUM,198,Directed Group Study,1-5 units
HUM,250,Topics in the Humanities,4 units
HUM,292,Graduate Internship,1-15 units
HUM,298,Directed Group Study,1-5 units
HUM,299,Individual Research,1-4 units
HYD,010,Water, Power, Society,3 units
HYD,092,Hydrologic Science Internship,1-12 units
HYD,098,Directed Group Study,1-5 units
HYD,103N,Fluid Mechanics Fundamentals,4 units
HYD,124,Plant-Water-Soil Relationships,4 units
HYD,134,Aqueous Geochemistry,6 units
HYD,141,Physical Hydrology,4 units
HYD,142,Systems Hydrology,4 units
HYD,143,Ecohydrology,4 units
HYD,144,Groundwater Hydrology,4 units
HYD,145,Water Science & Design,4 units
HYD,150,Water Law,3 units
HYD,151,Field Methods in Hydrology,4 units
HYD,182,Environmental Analysis using GIS,4 units
HYD,192,Hydrologic Science Internship,1-12 units
HYD,198,Directed Group Study,1-5 units
HYD,201A,Hydrologic Sciences Core Survey,3 units
HYD,201B,Hydrologic Sciences Core Seminar,1 unit
HYD,245,Climate Change, Water & Society,4 units
HYD,254Y,Ecohydraulics,3 units
HYD,264,Modeling of Hydrologic Processes,3 units
HYD,273,Introduction to Geostatistics,4 units
HYD,275,Analysis of Spatial Processes,3 units
HYD,290,Seminar in Hydrologic Science,1 unit
HYD,298,Group Study,1-5 units
HYD,299,Research,1-12 units
IMM,201,Introductory Immunology,4 units
IMM,203,Cancer Immunology,2 units
IMM,204,Topics in Innate Immunity,2 units
IMM,292,Immunotoxicology Seminar,2 units
IMM,293,Current Concepts in Immunology,4 units
IMM,294,Comparative Clinical Immunology,4 units
IMM,295,Cytokines,3 units
IMM,296,Advanced Topics in Immunology,1 unit
IMM,297,Mucosal Immunology,2 units
IDI,141,Infectious Diseases of Humans,1 unit
IDI,199,Infectious Diseases Research,1-5 units
IDI,299,Research in Infectious Diseases,1-12 units
IST,008,Colloquium,1 unit
IST,008B,Special Topics in Humanities,4 units
IST,009,Seminar,1 unit
IST,090,Seminar,1 unit
IST,190,Topics in Integrated Studies,1 unit
IST,197T,Tutoring in Integrated Studies,1-4 units
IMD,090,Seminar in Medical Ethics,1 unit
IMD,092,Internship,1-4 units
IMD,098,Directed Group Study,1-2 units
IMD,192,Internship in Internal Medicine,1-12 units
IMD,198,Directed Group Study,1-3 units
IMD,214,Topics in Medical Ethics,1 unit
IMD,220D,Cardiovascular System,2.5 units
IMD,250,Medicine & the Law,3 units
IMD,416,Summer Institute on Race & Health,6 units
IMD,420A,Hematology,2 units
IMD,420B,Gastrointestinal System,2.5 units
IMD,420D,Cardiovascular System,2.5 units
IMD,420E,Nephrology,2 units
IMD,430,Medicine Clerkship,3-12 units
IMD,450A,Medicine & the Law,1.5 units
IMD,450B,Medicine & the Law,1.5 units
IMD,461,Mather VA Internal Medicine AI,3-6 units
IMD,462,Medicine Wards AI,6 units
IMD,464,Bayanihan Primary Care Clinic,1-12 units
IMD,465,Medicos-Global Health Sciences,9 units
IMD,466,Medical Spanish for Providers,3 units
IMD,480,Person Centered Assessment,1 unit
IMD,497,Medicine, Bioethics & the Holocaust,3 units
IMD,498,Group Study in Internal Medicine,1-18 units
IMD,499,General Medicine Reseach,1-18 units
IAD,092,Internship,1-12 units
IAD,192,Internship,1-12 units
IAD,198,Directed Group Study,1-5 units
IAD,203N,Project Planning & Evaluation,4 units
IAD,292,Graduate Internship,1-12 units
IAD,298,Directed Group Study,1-5 units
IAD,299,Research,1-12 units
ICL,201,Orientation in United States Law,7 units
ICL,201A,Fundamentals in United States Law,4 units
ICL,202,Introduction to Contracts,4 units
ICL,202B,Contracts Performance,2 units
ICL,202BS,Contract Performance,2 units
ICL,203,Civil Procedure,2 units
ICL,204,International Joint Ventures,3 units
ICL,205,Introduction to Constitutional Law,4 units
ICL,205A,Overview of US Constitutional Law,2 units
ICL,212,Introduction to Negotiation,2 units
ICL,212S,Introduction to Negotiation,2 units
ICL,214,Advanced Negotiation,2 units
ICL,214S,Advanced Negotiation,2 units
ICL,215,Business Associations,4 units
ICL,215S,Business Associations,4 units
ICL,216,International Business Transactions,2 units
ICL,217,Alternative Dispute Resolution,2 units
ICL,219,Advanced Writing Project,4 units
ICL,227,Criminal Procedure,2 units
ICL,228A,Mergers & Acquisitions Law,2 units
ICL,228AS,Mergers & Acquisitions Law,2 units
ICL,239,Mediation,2 units
ICL,242,Private International Law,2 units
ICL,242S,Private International Law,2 units
ICL,247,Banking Law,1 unit
ICL,249,Comparative Law,1 unit
ICL,250,International Trade Law,3 units
ICL,251,United States Litigation Issues,1 unit
ICL,262,Antitrust,1 unit
ICL,270,Financing International Transactions,3 units
ICL,274,Intellectual Property,2 units
ICL,274S,Intellectual Property,2 units
ICL,283,Contract Remedies,2 units
ICL,283S,Contract Remedies,2 units
ICL,285,Environmental Law,2 units
IRE,001,Global Interdependence,4 units
IRE,098,Directed Group Study,1-5 units
IRE,099,Special Study for Undergraduates,1-5 units
IRE,190,Topics in International Relations,4 units
IRE,198,Directed Group Study,1-5 units
ITA,001,Elementary Italian,5 units
ITA,001S,Elementary Italian,5 units
ITA,002,Elementary Italian,5 units
ITA,002S,Elementary Italian,5 units
ITA,003,Elementary Italian,5 units
ITA,003S,Elementary Italian,5 units
ITA,005S,Intermediate Italian,4 units
ITA,008A,Italian Conversation,3 units
ITA,008AS,Italian Conversation,3 units
ITA,008B,Italian Conversation,3 units
ITA,008BS,Italian Conversation,3 units
ITA,021,Intermediate Italian,5 units
ITA,021S,Intermediate Italian,5 units
ITA,022,Intermediate Italian,5 units
ITA,022S,Intermediate Italian,5 units
ITA,023,Intermediate Italian,5 units
ITA,023S,Intermediate Italian,5 units
ITA,050,Studies in Italian Cinema,4 units
ITA,090X,Lower Division Seminar,1-2 units
ITA,098,Directed Group Study,1-5 units
ITA,104,Italian Translation & Style,4 units
ITA,104S,Italian Translation & Style,4 units
ITA,105,Introduction to Italian Literature,4 units
ITA,115A,Studies in the Cinquecento,4 units
ITA,115D,Early Modern Italian Lyric,4 units
ITA,118,Italian Literature of the 18th Century,4 units
ITA,119,Italian Literature of the 19th Century,4 units
ITA,121,New Italian Cinema,4 units
ITA,121S,New Italian Cinema,4 units
ITA,128,Topics in Italian Culture,4 units
ITA,131,Autobiography in Italy,4 units
ITA,145,Special Topics in Italian Literature,4 units
ITA,145S,Special Topics in Italian Literature,4 units
ITA,150,Studies in Italian Cinema,4 units
ITA,190X,Upper Division Seminar,1-2 units
ITA,192,Italian Internship,1-12 units
ITA,192S,Italian Internship,1-12 units
ITA,194H,Special Study for Honors Students,3 units
ITA,195H,Honors Thesis,3 units
ITA,197T,Tutoring in Italian,1-4 units
ITA,197TC,Community Tutoring in Italian,1-5 units
ITA,198,Directed Group Study,1-5 units
ITA,198S,Directed Group Study,1-4 units
ITA,297,Individual Study,1-5 units
ITA,298,Group Study,1-5 units
ITA,299,Research,1-12 units
ITA,299D,Dissertation Research,1-12 units
JPN,001,Elementary Japanese,5 units
JPN,001AS,Intensive Elementary Japanese,15 units
JPN,002,Elementary Japanese,5 units
JPN,003,Elementary Japanese,5 units
JPN,004,Intermediate Japanese,5 units
JPN,005,Intermediate Japanese,5 units
JPN,006,Intermediate Japanese,5 units
JPN,007S,Intensive Intermediate Japanese,20 units
JPN,015S,Introduction to Japanese Culture,2 units
JPN,025,Japanese Language & Culture,in English
JPN,031,Basic Kanji,4 units
JPN,098,Directed Group Study,1-5 units
JPN,099,Special Study for Undergraduates,1-5 units
JPN,106,Japanese Culture Through Film,4 units
JPN,108,Poetry of China & Japan,in English
JPN,109,Japanese Popular Culture,4 units
JPN,114A,Spoken Japanese,2 units
JPN,114B,Spoken Japanese,2 units
JPN,114C,Spoken Japanese,2 units
JPN,115,Japanese Composition,2 units
JPN,116,Culture & History in Kyoto,8 units
JPN,121,Advanced Japanese I,4 units
JPN,122,Advanced Japanese II,4 units
JPN,123,Advanced Japanese III,4 units
JPN,136,Readings in Japanese Newspapers,4 units
JPN,141,Introduction to Classical Japanese,4 units
JPN,151,Japanese Linguistics,4 units
JPN,152,Traditional Japanese Drama,4 units
JPN,154,Tourism & Heritage in Japan,4 units
JPN,155,Introduction to Japanese Folklore,4 units
JPN,156,Japanese Literature on Film,4 units
JPN,157,Japanese Women Writers,4 units
JPN,158,The Supernatural in Japan,4 units
JPN,160,The Culture of Japanese Food,4 units
JPN,192,Japanese Internship,1-12 units
JPN,194H,Special Thesis Honors Project,1-5 units
JPN,197T,Tutoring in Japanese,1-5 units
JPN,198,Directed Group Study,1-5 units
JPN,297,Directed Independent Study,4 units
JPN,299,Research,1-12 units
JST,010,Introduction to Jewish Cultures,4 units
JST,101,Topics in Jewish Thought,4 units
JST,110,Selected Topics in Jewish Literature,4 units
JST,111,Israeli Writing Since 1960,4 units
JST,121,Oral History & Jewish Life,4 units
LDA,002,Place, Culture & Community,4 units
LDA,010,World Regional Geography,3 units
LDA,021,Landscape Representation I,4 units
LDA,023,Landscape Representation II,4 units
LDA,030,History of Environmental Design,4 units
LDA,050,Site Ecology,4 units
LDA,060,Landform & Grading Studio,6 units
LDA,070,Introduction to Spacemaking,4 units
LDA,120,Landscape Representation III,4 units
LDA,140,Green Building, Design, & Materials,4 units
LDA,141,Community Participation & Design,4 units
LDA,142,Applying Sustainable Strategies,6 units
LDA,152,Conservation Planning & Design,4 units
LDA,160,Design & Build Studio,6 units
LDA,170,Site Planning & Design Studio,6 units
LDA,171,Urban Design & Planning Studio,6 units
LDA,172,Architectural Design,4 units
LDA,180,Advanced Design & Planning Studio,6 units
LDA,205,Urban Planning & Design,4 units
LDA,216,Food & the City,4 units
LDA,270,Environment & Behavior,4 units
LDA,280,Landscape Conservation,3 units
LDA,298,Group Study,1-5 units
LAT,001,Elementary Latin,5 units
LAT,002,Elementary Latin,5 units
LAT,003,Intermediate Latin,5 units
LAT,098,Directed Group Study,1-5 units
LAT,100,Readings in Latin Prose,4 units
LAT,101,Livy,4 units
LAT,102,Roman Comedy,5 units
LAT,103,Vergil: Aeneid,4 units
LAT,104,Sallust,4 units
LAT,105,Catullus,4 units
LAT,106,Horace: Odes & Epodes,4 units
LAT,108,Horace: Satires & Epistles,4 units
LAT,109,Roman Elegy,4 units
LAT,110,Ovid,4 units
LAT,112,Cicero,4 units
LAT,115,Lucretius,4 units
LAT,116,Vergil: Eclogues & Georgics,4 units
LAT,118,Roman Historians,4 units
LAT,120,Readings in Imperial Latin Literature,4 units
LAT,121,Latin Prose Composition,4 units
LAT,122,Early Christian Writers,4 units
LAT,124,Post-Vergilian Latin Epic,4 units
LAT,125,Medieval Latin,4 units
LAT,130,Readings in Late Latin,4 units
LAT,135,Themes in Latin Literature,4 units
LAT,198,Directed Group Study,1-5 units
LAW,200,Introduction to Law,1 unit
LAW,200B,U.S. Legal Methods I,LL.M.) (3 units
LAW,200BT,U.S. Legal Methods A,LL.M.) (3 units
LAW,200C,U.S. Legal Methods II,LL.M.) (3 units
LAW,200CT,U.S. Legal Methods B,LL.M.) (3 units
LAW,200L,Lawyering Process Lab,0 units
LAW,200S,Lawyering Process,2 units
LAW,201,Property,4 units
LAW,202,Contracts,4 units
LAW,203,Civil Procedure,5 units
LAW,204,Torts,4 units
LAW,205,Constitutional Law I,4 units
LAW,206,Criminal Law,3 units
LAW,207,Legal Research & Writing I,2 units
LAW,207A,Legal Research,LL.M.) (1 unit
LAW,207B,Advanced Legal Research,2 units
LAW,207C,California Civil Procedure Research,1 unit
LAW,207D,Intellectual Property Research,1 unit
LAW,208,Legal Research & Writing II,2 units
LAW,208F,Introduction to U.S. Legal Methods B,LLM
LAW,208G,U.S. Legal Methods A,LL.M.) (3 units
LAW,208H,U.S. Legal Methods B,LL.M.) (3 units
LAW,208M,LL.M. Legal Essay Writing A,1 unit
LAW,208N,LL.M Legal Essay Writing B,1 unit
LAW,209A,Patent Law,3 units
LAW,209B,Patent Prosecution & Practice,2 units
LAW,209BP,Patent Prosecution Practicum,2 units
LAW,209DT,Innovation Law,2 units
LAW,209E,Patent Litigation,1 unit
LAW,209G,Privacy, Technology, & the Law,2 units
LAW,210B,Law of Policing,2 units
LAW,210C,Sexual Assault & the Law,2 units
LAW,210D,Comparative Criminal Justice,3 units
LAW,210DT,Wrongful Convictions,2 units
LAW,210F,Restorative Justice,2 units
LAW,210P,Post-Conviction Practicum,3 units
LAW,211,Negotiations,2 units
LAW,211C,Negotiating Joint Ventures,2 units
LAW,212A,Medical Liability Law & Policy,2 units
LAW,213A,Transnational Criminal Law,3 units
LAW,213T,Terrorism & International Law,2 units
LAW,214A,Migration, Work, & Taxation,2 units
LAW,215,Business Associations,4 units
LAW,215C,Business Associations,3 units
LAW,215D,Business in Society,3 units
LAW,215E,Business Law & Climate Change,3 units
LAW,216A,Law & Religion,2 units
LAW,217,Insurance Law,2 units
LAW,218,Constitutional Law II,4 units
LAW,218D,Constitutional Theory Seminar,2 units
LAW,218E,Direct Democracy in California,3 units
LAW,218ET,California Constitutional Law,2 units
LAW,218TA,Separation of Powers,2 units
LAW,218TB,Law of War,3 units
LAW,218TC,Antidiscrimination Law,4 units
LAW,219,Evidence,4 units
LAW,219A,Advanced Evidence,3 units
LAW,219B,E-Discovery & Digital Evidence,2 units
LAW,219C,Evidence,4 units
LAW,220,Federal Income Taxation,4 units
LAW,220A,State & Local Taxation,3 units
LAW,220B,Tax & Distributive Justice,3 units
LAW,220C,Tax Controversy & Procedure,2 units
LAW,220T,State & Local Taxation,3 units
LAW,221,Trusts, Wills & Estates,3 units
LAW,222,Critical Race Theory Seminar,2 units
LAW,222A,Latinos & Latinas & the Law,2 units
LAW,222B,Asian Paciﬁc Americans & Law,3 units
LAW,222CT,Anti-Corruption Law in India,2 units
LAW,222D,Race & Law,2 units
LAW,223,Estate Planning Seminar,2 units
LAW,224,Animal Law Seminar,2 units
LAW,225,Marital Property,2 units
LAW,226,Disability Rights Law,3 units
LAW,226ET,Mental Disability Law,3 units
LAW,227A,Criminal Procedure,3 units
LAW,227B,Advanced Criminal Procedure,3 units
LAW,228,Startups & Venture Capital,3 units
LAW,228A,Mergers & Acquisitions,3 units
LAW,228B,Accounting for Lawyers,2 units
LAW,228C,Law & Statistics,3 units
LAW,229,Scientiﬁc Evidence,3 units
LAW,230,International Environmental Law,3 units
LAW,230A,Wine & the Law,1 unit
LAW,230B,Sustainability Law,2 units
LAW,230T,Free Trade & the Environment,2 units
LAW,231,Race, Gender & Inequality Seminar,2 units
LAW,231A,Gender, Sexuality, & the Law,3 units
LAW,232,Real Estate Finance,2 units
LAW,232AT,Real Estate Transactions,2 units
LAW,232T,Property Law & Race,2 units
LAW,233,Asylum & Refugee Law,3 units
LAW,234,Drug Law & Policy,2 units
LAW,235,Administrative Law,3 units
LAW,236,Securities Regulations,3 units
LAW,236A,Securities Regulation I,2 units
LAW,236B,Securities Regulation II,2 units
LAW,236C,Securities Enforcement,3 units
LAW,237,Legal History,2 units
LAW,239,Mediation,2 units
LAW,239A,Federal Court Mediation,2 units
LAW,240A,Law of the Political Process,3 units
LAW,241,Voting Rights Seminar,2 units
LAW,242,Conflict of Laws,2 units
LAW,242S,Special Session Conflict of Laws,2 units
LAW,243,Commercial & Bankruptcy Law,4 units
LAW,243A,Secured Transactions,2 units
LAW,243B,Bankruptcy,3 units
LAW,245,Corporate & White Collar Crime,2 units
LAW,245B,Death Penalty Seminar,2 units
LAW,246,Federal Jurisdiction,3 units
LAW,247,Taxation of Partnerships & LLCs,3 units
LAW,247A,International Taxation,3 units
LAW,247B,Corporate Tax,3 units
LAW,247C,Taxation of Business Entities,4 units
LAW,248,International Law,3 units
LAW,248B,International Human Rights,2 units
LAW,248C,Business & Human Rights,2 units
LAW,248D,Globalization & the Law,3 units
LAW,248G,Legal Spanish for U.S. Lawyers,2 units
LAW,248T,Advanced International Law,2 units
LAW,248TC,International Economics Law,3 units
LAW,248TT,Theories of International Law,2 units
LAW,249,Comparative Law,2 units
LAW,249S,Special Session Comparative Law,1 unit
LAW,250,Jurisprudence Seminar,3 units
LAW,250A,Aoki Legal Scholarship Seminar,3 units
LAW,250B,Advanced Writing Workshop,1 unit
LAW,250T,Asian American Jurisprudence,3 units
LAW,251,Labor Law,3 units
LAW,251B,Labor Law Practicum,2 units
LAW,251T,Labor Law I,2 units
LAW,251TB,Labor Law II,2 units
LAW,253,Policy Advocacy,2 units
LAW,253A,Community Lawyering,3 units
LAW,254,Housing Law,2 units
LAW,254A,Law & Rural Livelihoods,3 units
LAW,254B,Access to Justice,2 units
LAW,254C,White Working Class & the Law,2 units
LAW,255,Pension & Employee Beneﬁts Law,3 units
LAW,256,Land Use,2 units
LAW,257,Legislative Process,2 units
LAW,257A,Legislative Intent Seminar,2 units
LAW,257B,Statutory Interpretation,3 units
LAW,257D,Legislative Drafting,2 units
LAW,258,Professional Responsibility,3 units
LAW,258A,Legal Ethics & Corporate Practice,3 units
LAW,258B,Mindfulness & the Law,2 units
LAW,258CT,The Business of Lawyering,2 units
LAW,258F,Practice Ready Seminar,2 units
LAW,259,Feminist Legal Theory,2 units
LAW,259A,Women, Islam & the Law,2 units
LAW,259B,Women's Human Rights,2 units
LAW,259P,Women & the Law Practicum,1 unit
LAW,260,Employment Discrimination,3 units
LAW,260A,Employment Law,3 units
LAW,261,Judicial Process,2 units
LAW,262,Antitrust,3 units
LAW,262B,Regulated Industries,2 units
LAW,262C,Antitrust & Intellectual Property,1 unit
LAW,262S,Special Session Antitrust,1 unit
LAW,263,Criminal Trials: Theory & Practice,3 units
LAW,263A,Trial Practice,3 units
LAW,263B,Advanced Trial Practice,2 units
LAW,263C,Voir Dire: Theory & Practice,1 unit
LAW,264,Water Law,3 units
LAW,264A,Ocean & Coastal Law,3 units
LAW,265,Natural Resources Law Seminar,2 units
LAW,266,Commercial Law,3 units
LAW,266A,Cyberlaw,3 units
LAW,267,Civil Rights Law,2 units
LAW,267B,Civil Rights Seminar,2 units
LAW,267C,DFEH Civil Rights Practicum,4-7 units
LAW,269,Basic Finance for Lawyers,2 units
LAW,269C,Corporate Finance,3 units
LAW,269D,Seminar on Financial Regulation,2 units
LAW,269E,Public Finance,2 units
LAW,270B,Technology Transactions,2 units
LAW,270C,Contract Drafting & Development,3 units
LAW,271,Nonproﬁt Organizations & Drafting,4 units
LAW,272,Family Law,3 units
LAW,273A,Education Policy & the Law,3 units
LAW,273B,Special Education Law & Policy,2 units
LAW,274,Intellectual Property,3 units
LAW,274B,Trade Secrets,2 units
LAW,274FT,Censorship in the Global Age,2 units
LAW,276,Juvenile Justice Process,2 units
LAW,276A,Child Welfare & the Law,2 units
LAW,277,Federal Indian Law,3 units
LAW,277A,Tribal Justice,2 units
LAW,277T,Indian Gaming Law Seminar,2 units
LAW,278,Pretrial Skills,2 units
LAW,279,Legal Analysis,2 units
LAW,280B,Problem Solving & Analysis,2 units
LAW,281,State & Local Government Law,3 units
LAW,282,Energy Law,2 units
LAW,282A,Renewable Energy Seminar,2 units
LAW,283,Remedies,3 units
LAW,284,Law & Economics,3 units
LAW,285,Environmental Law,4 units
LAW,285A,California Environmental Issues,2 units
LAW,285B,Environmental Practice,3 units
LAW,285BT,Food Justice,2 units
LAW,285D,Farmworkers & the Law,2 units
LAW,285E,Climate Change Law & Policy,3 units
LAW,285F,Environmental Justice,2 units
LAW,285H,Comparative Environmental Law,2 units
LAW,285K,Biodiversity Law,1 unit
LAW,286,Health Care Law,3 units
LAW,286A,Topical Issues in Health Law,2 units
LAW,286B,Public Health Law,2 units
LAW,286C,Bioethics,3 units
LAW,286D,Legal Psychology Seminar,2 units
LAW,286F,Neuroscience & the Law,2 units
LAW,287,Public Land Law,2 units
LAW,287A,Poverty Law,2 units
LAW,287T,Law & Society Seminar,2 units
LAW,288A,Presidential Powers Seminar,2 units
LAW,288C,National Security Law,2 units
LAW,289A,Biotechnology Law & Policy,2 units
LAW,290,International Trade Law,3 units
LAW,290BT,Surveillance & States,3 units
LAW,290C,Information Privacy Law,2 units
LAW,290D,Comparative Privacy Law,3 units
LAW,291A,International Finance,4 units
LAW,292,Immigration Law & Procedure,3 units
LAW,292B,Immigration Crimes,2 units
LAW,292C,Humanizing Deportation,2 units
LAW,293,Public Interest Law,2 units
LAW,294A,Law & Popular Culture,2 units
LAW,294B,Video Game Law,2 units
LAW,294C,Business of Professional Sports,2 units
LAW,295B,University Brands,3 units
LAW,295T,Brands,3 units
LAW,296,Copyright,3 units
LAW,296B,Entertainment Law,2 units
LAW,296D,Art Law,3 units
LAW,296E,Art & Cultural Heritage Law,3 units
LAW,297,Alternative Dispute Resolution,3 units
LAW,297A,Federal Arbitration Act Seminar,2 units
LAW,298A,Leadership & the Law,2 units
LAW,298B,Trauma-Informed Lawyering,2 units
LAW,298C,Empirical Legal Studies,2 units
LAW,408,Community Education Seminar,3 units
LAW,409,Environmental Law Moot Court,1 unit
LAW,410A,Appellate Advocacy I,2 units
LAW,410B,Appellate Advocacy II,Moot Court
LAW,411B,Social Justice Law Review,1-2 units
LAW,411C,UC Davis Business Law Journal,1-2 units
LAW,413,Interschool Competition,1-3 units
LAW,414,Moot Court Board,1 unit
LAW,414A,Negotiations Board,1 unit
LAW,415,Trial Practice Honors Board,1 unit
LAW,416,Law Review Writer,1-2 units
LAW,417A,Law Review Editor,1-2 units
LAW,417B,Law Review Editor,1-2 units
LAW,419,Advanced Writing Project,1-4 units
LAW,419A,Advanced Writing Project,1-4 units
LAW,420,Civil Rights Clinic,2-6 units
LAW,423,Corporate Counsel Externship,2-6 units
LAW,424,Professional Development Seminar,1 unit
LAW,425,Judicial Clinical,2-12 units
LAW,430,Taxation Externship,2-6 units
