SUBJECT,COURSE_NUMBER,NAME,UNIT_COUNT
BIM,106,Biotransport Phenomena,4 units
BIM,107,Manufacturing Processes for BME,2 units
BIM,108,Biomedical Signals & Control,4 units
BIM,109,Biomaterials,4 units
BIM,118,Microelectromechanical Systems,4 units
BIM,126,Tissue Mechanics,3 units
BIM,140,Protein Engineering,4 units
BIM,140L,Protein Engineering Laboratory,2 units
BIM,141,Cell & Tissue Mechanics,4 units
BIM,143L,Synthetic Biology Laboratory,2 units
BIM,145,Immuno-Engineering,4 units
BIM,151,Mechanics of DNA,3 units
BIM,152,Molecular Control of Biosystems,4 units
BIM,154,Computational Genomics,4 units
BIM,161A,Biomolecular Engineering,4 units
BIM,167,Biomedical Fluid Mechanics,4 units
BIM,173,Cell & Tissue Engineering,4 units
BIM,174,Microcontroller Applications Lab,2 units
BIM,176,Microfluidic Lab,2 units
BIM,198,Directed Group Study,1-5 units
BIM,204,Physiology for Bioengineers,5 units
BIM,208Y,Towards Well-Being,2 units
BIM,210,Introduction to Biomaterials,4 units
BIM,214,Continuum Biomechanics,4 units
BIM,221,Drug Delivery Systems,4 units
BIM,222,Cytoskeletal Mechanics,4 units
BIM,223,Multibody Dynamics,4 units
BIM,225,Spatial Kinematics & Robotics,4 units
BIM,232,Skeletal Tissue Mechanics,3 units
BIM,233,Soft Tissue Mechanics,4 units
BIM,242,Introduction to Biomedical Imaging,4 units
BIM,246,Magnetic Resonance Technology,3 units
BIM,251,Medical Image Analysis,4 units
BIM,254,Statistical Methods in Genomics,4 units
BIM,263,Optical Microscopy Hands-On,4 units
BIM,265,NanoEngineering,4 units
BIM,272,Tissue Engineering,3 units
BIM,287,Concepts in Molecular Imaging,4 units
BIM,290,Seminar,1 unit
BIM,290C,Graduate Research Conference,1 unit
BIM,295,Literature in Neuroengineering,2 units
BIM,298,Directed Group Study,1-5 units
BIM,299,Research,1-12 units
BPT,290,Biophotonics Seminar,1 unit
BPH,200A,Current Techniques in Biophysics,3 units
BPH,200B,Current Techniques in Biophysics,3 units
BPH,200LA,Biophysics Laboratory,3 units
BPH,200LB,Biophysics Laboratory,6 units
BPH,241,Membrane Biology,3 units
BPH,271,Optical Methods in Biophysics,4 units
BPH,290,Biophysics Seminar,1 unit
BPH,290C,Research Conference in Biophysics,1 unit
BPH,293,Introduction to Research Topics,1 unit
BPH,298,Group Study,1-5 units
BPH,299,Research,1-12 units
BST,222,Biostatistics: Survival Analysis,4 units
BST,224,Analysis of Longitudinal Data,4 units
BST,225,Clinical Trials,4 units
BST,227,Machine Learning in Genomics,4 units
BST,252,Advanced Topics in Biostatistics,4 units
BST,290,Seminar in Biostatistics,1 unit
BST,298,Directed Group Study,1-5 units
BST,299D,Dissertation Research,1-12 units
BIT,001Y,Introduction to Biotechnology,4 units
BIT,092,Internship in Biotechnology,1-12 units
BIT,098,Directed Group Study,1-5 units
BIT,099,Special Study for Undergraduates,1-5 units
BIT,150,Applied Bioinformatics,4 units
BIT,160,Principles of Plant Biotechnology,3 units
BIT,188,Undergraduate Research Proposal,3 units
BIT,192,Internship in Biotechnology,1-12 units
BIT,194H,Honors Thesis in Biotechnology,1-2 units
BIT,198,Directed Group Study,1-5 units
BAX,400,Foundations of Analytics,4 units
BAX,401,Information, Insight & Impact,3 units
BAX,411,Problem Structuring,2 units
BAX,421,Data Management,2 units
BAX,422,Data Design & Representation,2 units
BAX,423,Big Data,3 units
BAX,431,Data Visualization,2 units
BAX,441,Statistical Exploration & Reasoning,3 units
BAX,442,Advanced Statistics,3 units
BAX,443,Analytic Decision Making,3 units
BAX,452,Machine Learning,3 units
BAX,453,Application Domains,3 units
BAX,461,Practicum Initiation,3 units
BAX,462,Practicum Elaboration,2 units
BAX,464,Practicum Implementation,4 units
BAX,493,People Analytics,3 units
CAR,192,Internship in Cardiology,1-12 units
CAR,199,Cardiology Research,1-5 units
CAR,220,Basic Science in Cardiology,1 unit
CAR,299,Cardiology Research,1-12 units
CAR,460,Cardiology Clinical Clerkship,3-18 units
CAR,464,Preventive Cardiology,3-6 units
CAR,480,Insights in Cardiology,1-3 units
CAR,493,Gender Speciﬁc Medicine SSM,6 units
CAR,498,Special Group Study: EKG Unit,1-12 units
CAR,499,Research,1-12 units
CHA,101,Human Gross Anatomy,4 units
CHA,101L,Human Gross Anatomy Laboratory,3 units
CHA,103,Human Clinical Neuroanatomy,4 units
CHA,192,Internship in Morphology,1-12 units
CHA,198,Directed Group Study,1-5 units
CHA,200,Graduate Human Gross Anatomy,6 units
CHA,203,Neurobiology,4 units
CHA,290,Seminar,1 unit
CHA,290C,Research Group Conference,1 unit
CHA,298,Advanced Group Study,1-5 units
CHA,299,Research,1-12 units
CHA,402,Cell & Tissue Biology,4.5 units
CHA,403,Medical Neuroanatomy,5 units
CHA,497T,Tutoring in Human Anatomy,3-6 units
CHA,498,Advanced Group Study,1-12 units
CHA,499,Research,1-12 units
ECH,051,Material Balances,4 units
ECH,060,Numerical Methods in Engineering,4 units
ECH,080,Chemical Engineering Profession,1 unit
ECH,090X,Honors Discussion Section,1 unit
ECH,098,Directed Group Study,1-5 units
ECH,099,Special Study for Undergraduates,1-5 units
ECH,144,Rheology & Polymer Processing,3 units
ECH,157,Process Dynamics & Control,4 units
ECH,158B,Separations & Unit Operations,4 units
ECH,158C,Plant Design Project,4 units
ECH,160,Fundamentals of Biomanufacturing,3 units
ECH,161B,Bioseparations,4 units
ECH,166,Catalysis,3 units
ECH,190C,Research Group Conference,1 unit
ECH,190X,Honors Discussion Section,1 unit
ECH,198,Group Study,1-5 units
ECH,206,Biochemical Engineering,3 units
ECH,226,Enzyme Engineering,3 units
ECH,246,Advanced Biochemical Engineering,2 units
ECH,252,Statistical Thermodynamics,4 units
ECH,253A,Advanced Fluid Mechanics,4 units
ECH,253B,Advanced Heat Transport,4 units
ECH,253C,Advanced Mass Transfer,4 units
ECH,254,Colloid & Surface Phenomena,4 units
ECH,259,Advanced Engineering Mathematics,4 units
ECH,267,Advanced Process Control,4 units
ECH,290,Seminar,1 unit
ECH,294,Current Progress in Biotechnology,1 unit
ECH,298,Group Study,1-5 units
ECH,299,Research,1-12 units
ECH,390,Teaching of Chemical Engineering,1 unit
CHE,001,Preparation for General Chemistry,3 units
CHE,001V,Preparation for General Chemistry,3 units
CHE,002A,General Chemistry,5 units
CHE,002AH,Honors General Chemistry,5 units
CHE,002B,General Chemistry,5 units
CHE,002BH,Honors General Chemistry,5 units
CHE,002C,General Chemistry,5 units
CHE,002CH,Honors General Chemistry,5 units
CHE,008A,Organic Chemistry: Brief Course,2 units
CHE,008B,Organic Chemistry: Brief Course,4 units
CHE,010,Concept of Chemistry,4 units
CHE,098,Directed Group Study,1-5 units
CHE,099,Special Study for Undergraduates,1-5 units
CHE,100,Environmental Water Chemistry,3 units
CHE,108,Molecular Biochemistry,3 units
CHE,115,Instrumental Analysis,4 units
CHE,122,Chemistry of Nanoparticles,3 units
CHE,128A,Organic Chemistry,3 units
CHE,128B,Organic Chemistry,3 units
CHE,128C,Organic Chemistry,3 units
CHE,129A,Organic Chemistry Laboratory,2 units
CHE,129B,Organic Chemistry Laboratory,2 units
CHE,129C,Organic Chemistry Laboratory,2 units
CHE,130A,Principles of Medicinal Chemistry,3 units
CHE,130B,Computational Drug Design,3 units
CHE,135,Drug Development Laboratory,3 units
CHE,145,Good Quality Practices,3 units
CHE,150,Chemistry of Natural Products,3 units
CHE,192,Internship in Chemistry,1-6 units
CHE,194HA,Undergraduate Honors Research,2 units
CHE,194HB,Undergraduate Honors Research,2 units
CHE,194HC,Undergraduate Honors Research,2 units
CHE,195,Careers in Chemistry,1 unit
CHE,197,Projects in Chemical Education,1-4 units
CHE,198,Directed Group Study,1-5 units
CHE,211B,Statistical Mechanics,3 units
CHE,212,Chemical Dynamics,3 units
CHE,216,Magnetic Resonance Spectroscopy,3 units
CHE,217,X-Ray Structure Determination,3 units
CHE,222,Chemistry of Nanoparticles,3 units
CHE,228A,Bio-inorganic Chemistry,3 units
CHE,228B,Main Group Chemistry,3 units
CHE,228C,Solid-State Chemistry,3 units
CHE,228D,Homogeneous Catalysis,3 units
CHE,228E,Magnetochemistry,3 units
CHE,231B,Advanced Organic Synthesis,3 units
CHE,233,Physical-Organic Chemistry,3 units
CHE,234,Chemical & Molecular Neuroscience,3 units
CHE,236,Chemistry of Natural Products,3 units
CHE,237,Bio-Organic Chemistry,3 units
CHE,238,Introduction to Chemical Biology,3 units
CHE,240,Advanced Analytical Chemistry,3 units
CHE,241A,Surface Analytical Chemistry,3 units
CHE,241B,Laser & X-ray Spectroscopy,3 units
CHE,241C,Mass Spectrometry,3 units
CHE,241D,Electroanalytical Chemistry,3 units
CHE,245,Mechanistic Enzymology,3 units
CHE,262,Introduction to Chemistry Research,1 unit
CHE,290,Seminar,2 units
CHE,294,Presentation of Chemistry Research,1 unit
CHE,295,Careers in Chemistry,1 unit
CHE,298,Group Study,1-5 units
CHE,299,Research,1-12 units
CHE,390,Methods of Teaching Chemistry,2 units
CHI,010,Introduction to Chicana/o Studies,4 units
CHI,023,Qualitative Research Methods,4 units
CHI,050,Chicana & Chicano Culture,4 units
CHI,065,New Latin American Cinema,4 units
CHI,070,Survey of Chicana/o Art,4 units
CHI,092,Internship,1-12 units
CHI,098,Directed Group Study,1-5 units
CHI,099,Special Study for Undergraduates,1-5 units
CHI,100,Chicana/o Theoretical Perspective,4 units
CHI,120,Chicana/o Psychology,4 units
CHI,121,Chicana/o Community Mental Health,4 units
CHI,131,Chicanas in Politics & Public Policy,4 units
CHI,136,Critical & Abolitionist Pedagogies,4 units
CHI,145S,Bi-National Health,5 units
CHI,146S,Public Health in Latin America,5 units
CHI,148,Decolonizing Spirit,4 units
CHI,150,The Chicana & Chicano Movement,4 units
CHI,154,The Chicana/o Novel,4 units
CHI,155,Chicana/o Theater,4 units
CHI,156,Chicana/o Poetry,4 units
CHI,157,Chicana & Chicano Narrative,4 units
CHI,161,Queer Latinidad,4 units
CHI,170,Contemporary Issues in Chicano Art,4 units
CHI,171,Mexican & Chicano Mural Workshop,4 units
CHI,182,Race & Juvenile Justice,4 units
CHI,192S,Internship,1-12 units
CHI,198,Directed Group Study,1-5 units
CHI,198S,Directed Group Study,1-5 units
CHI,230,Chicano/Latino Hispanic Politics,4 units
CHN,001,Elementary Chinese,5 units
CHN,001BL,Accelerated Written Chinese I,5 units
CHN,002,Elementary Chinese,5 units
CHN,002BL,Accelerated Written Chinese II,5 units
CHN,003,Elementary Chinese,5 units
CHN,003BL,Accelerated Written Chinese III,5 units
CHN,004,Intermediate Chinese,5 units
CHN,005,Intermediate Chinese,5 units
CHN,006,Intermediate Chinese,5 units
CHN,007,Chinese Business Culture,4 units
CHN,010,Modern Chinese Literature,In English
CHN,011,Great Books of China,in English) (4 units
CHN,098,Directed Group Study,1-5 units
CHN,100A,Daoist Traditions,4 units
CHN,100B,Confucian Traditions,4 units
CHN,101,Chinese Film,4 units
CHN,103,Modern Chinese Drama,4 units
CHN,104,Modern Chinese Fiction,in English) (4 units
CHN,106,Chinese Poetry,in English) (4 units
CHN,107,Traditional Chinese Fiction,in English
CHN,108,Poetry of China & Japan,in English
CHN,111A,Intensive Third-Year Chinese,12 units
CHN,114,Introduction to Classical Chinese,4 units
CHN,115,Introduction to Classical Chinese II,4 units
CHN,116,Introduction to Classical Chinese III,4 units
CHN,120,Advanced Chinese,4 units
CHN,122V,Business Chinese,3 units
CHN,132,Readings in Modern Chinese Poetry,4 units
CHN,134,Chinese Film in Chinese Language,4 units
CHN,140,Readings in Classical Chinese,4 units
CHN,160,The Chinese Language,4 units
CHN,192,Chinese Internship,1-12 units
CHN,194H,Senior Thesis Honors Project,1-5 units
CHN,197T,Tutoring in Chinese,1-4 units
CHN,198,Directed Group Study,1-5 units
CHN,297,Directed Independent Study,4 units
CHN,299,Research,1-12 units
CDM,001,Introduction to Film Studies,4 units
CDM,003,Media Archaeology,4 units
CDM,012,Introduction to Media Computation,4 units
CDM,020,Filmmaking Foundations,5 units
CDM,020V,Filmmaking Foundations,5 units
CDM,072,Introduction to Games,4 units
CDM,092,Internship,1-12 units
CDM,098,Directed Group Study,1-5 units
CDM,100,Experimental Digital Cinema I,4 units
CDM,101,Experimental Digital Cinema II,4 units
CDM,103,Interactivity & Animation,4 units
CDM,104,Documentary Production,4 units
CDM,105,Feminist Media Production,6 units
CDM,107,Acting for Camera,4 units
CDM,111,Community Media Production,4 units
CDM,121,Introduction to Sonic Arts,4 units
CDM,121V,Introduction to Sonic Arts,4 units
CDM,122,Intermediate Sonic Arts,4 units
CDM,122V,Intermediate Sonic Arts,4 units
CDM,123,Sight & Soundtrack,4 units
CDM,131,Character Animation,4 units
CDM,136,Electronics for Artists,4 units
CDM,137,Topics in Virtuality,4 units
CDM,151,Media Theory,5 units
CDM,166,Topics in U.S. Film History,4 units
CDM,167,Topics in Film Genres,4 units
CDM,172,Video Games & Culture,4 units
CDM,177,Introduction to Game Programming,4 units
CDM,192,Internship,1-12 units
CDM,198,Directed Group Study,1-5 units
CTS,040B,Media History 2 1945-Present,4 units
CTS,116,Design on Screen,4 units
CTS,124E,Costume Design for Film,4 units
CTS,146A,Modern Iranian Cinema,4 units
CTS,146B,Modern South Asia Cinema,4 units
CTS,148B,Japanese Literature on Film,4 units
ECI,016,Spatial Data Analysis,2 units
ECI,090X,Lower Division Seminar,1-4 units
ECI,092,Internship for Engineering,1-5 units
ECI,098,Directed Group Study,1-5 units
ECI,099,Special Study for Undergraduates,1-5 units
ECI,123,Urban Systems & Sustainability,4 units
ECI,125,Building Energy Performance,4 units
ECI,130,Structural Analysis,4 units
ECI,131,Matrix Structural Analysis,4 units
ECI,132,Structural Design: Metallic Elements,4 units
ECI,136,Building Design,4 units
ECI,138,Earthquake Loads on Structures,4 units
ECI,139,Advanced Structural Mechanics,4 units
ECI,141,Engineering Hydraulics,3 units
ECI,141L,Engineering Hydraulics Laboratory,1 unit
ECI,142,Engineering Hydrology,4 units
ECI,144,Groundwater Systems Design,4 units
ECI,145,Hydraulic Structure Design,4 units
ECI,146,Water Resources Simulation,4 units
ECI,149,Air Pollution,4 units
ECI,149L,Air Pollution Lab,1 unit
ECI,153,Deterministic Optimization & Design,4 units
ECI,161,Transportation System Operations,4 units
ECI,165,Transportation Policy,4 units
ECI,171,Soil Mechanics,4 units
ECI,171L,Soil Mechanics Laboratory,1 unit
ECI,173,Foundation Design,4 units
ECI,178,Pavement Engineering & Design,4 units
ECI,179,Pavement Engineering,4 units
ECI,181,Construction Cost Estimation,4 units
ECI,192,Internship in Engineering,1-5 units
ECI,198,Directed Group Study,1-5 units
ECI,201,Introduction to Theory of Elasticity,4 units
ECI,203,Inelastic Behavior of Solids,4 units
ECI,205,Continuum Mechanics,4 units
ECI,206,Fracture Mechanics,4 units
ECI,211B,Nonlinear Structural Analysis,4 units
ECI,213,Structural Dynamics,4 units
ECI,224,Structural Reliability Analysis,4 units
ECI,225,Random Vibrations,4 units
ECI,233,Advanced Design of Steel Structures,4 units
ECI,234,Prestressed Concrete,4 units
ECI,235,Cement Composites,4 units
ECI,237,Bridge Design,4 units
ECI,240,Water Quality,4 units
ECI,242,Air Quality,4 units
ECI,243A,Water & Waste Treatment,4 units
ECI,243B,Water & Waste Treatment,4 units
ECI,243L,Pilot Plant Laboratory,4 units
ECI,247,Aerosols,4 units
ECI,247L,Aerosols Laboratory,4 units
ECI,249,Probabilistic Design & Optimization,4 units
ECI,251,Transportation Demand Analysis,4 units
ECI,256,Urban Trafﬁc Management & Control,4 units
ECI,257,Flow in Transportation Networks,4 units
ECI,259,Asphalt & Asphalt Mixes,4 units
ECI,260,Sediment Transport,4 units
ECI,261,Colloids in Soil & Water,4 units
ECI,263,Evolutionary Algorithms,4 units
ECI,265,Stochastic Hydrology & Hydraulics,4 units
ECI,267,Water Resource Management,4 units
ECI,268,Infrastructure Economics,4 units
ECI,271,Inverse Problems,4 units
ECI,274,Introduction to Turbulence,4 units
ECI,275,Hydrologic Time-Series Analysis,4 units
ECI,276,Watershed Hydrology,4 units
ECI,277A,Computational River Mechanics I,4 units
ECI,277B,Computational River Mechanics II,4 units
ECI,277C,Turbulence & Mixing Processes,4 units
ECI,278,Hydrodynamics,3 units
ECI,279,Advanced Mechanics of Fluids,4 units
ECI,280B,Nonlinear Dynamic Finite Elements,4 units
ECI,281A,Advanced Soil Mechanics,4 units
ECI,281B,Advanced Soil Mechanics,5 units
ECI,282,Pavement Design & Rehabilitation,4 units
ECI,284,Theoretical Geomechanics,4 units
ECI,286,Advanced Foundation Design,4 units
ECI,288,Earth & Rockﬁll Dams,4 units
ECI,290,Seminar,1 unit
ECI,298,Group Study,1-5 units
ECI,299,Research,1-12 units
ECI,390,The Teaching of Civil Engineering,1 unit
CLA,004,Late Antiquity,4 units
CLA,008,World Classical Cultures,4 units
CLA,020,Pompeii AD 79,4 units
CLA,025,The Classical Heritage in America,4 units
CLA,036V,Food & Wine in Ancient Greece,4 units
CLA,050,Ancient Science,4 units
CLA,051,Ancient Medicine,4 units
CLA,098,Directed Group Study,1-5 units
CLA,101B,Topics in Greek Civilization,4 units
CLA,101C,Topics in Roman Civilization,4 units
CLA,101D,Topics in Classical Receptions,4 units
CLA,101E,Topics in Ancient Science,4 units
CLA,102,Film & the Classical World,4 units
CLA,103,Love & Beauty in the Ancient World,4 units
CLA,110,Origins of Rhetoric,4 units
CLA,120,Greek & Roman Historiography,4 units
CLA,125,Roman Political Thought,4 units
CLA,140,Homer & Ancient Epic,4 units
CLA,141,Greek & Roman Comedy,4 units
CLA,142,Greek & Roman Novel,4 units
CLA,143,Greek Tragedy,4 units
CLA,150,Socrates & Classical Athens,4 units
CLA,172A,Early Greek Art & Architecture,4 units
CLA,172B,Later Greek Art & Architecture,4 units
CLA,173,Roman Art & Architecture,4 units
CLA,174,Greek Religion & Society,4 units
CLA,176,Roman Religions,4 units
CLA,190,Senior Seminar,4 units
CLA,198,Directed Group Study,1-5 units
CLA,200A,Approaches to the Classical Past,4 units
CLA,200B,Approaches to the Classics Past,4 units
CLA,201,Introduction to Classical Philology,4 units
CLA,202,Homer,4 units
CLA,203,Vergil,4 units
CLA,204,Greek & Roman Comedy,4 units
CLA,205,Latin Lyric & Elegy,4 units
CLA,206,Greek Historiography,4 units
CLA,207,Greek Drama,4 units
CLA,299,Research,1-12 units
